id,primerPair,fastaid
1703,15,ref|NC_011128.1|
1704,6,ref|NC_012820.1|
1705,1,ref|NC_022672.1|
1706,8,ref|NC_022672.1|
1707,5,ref|NC_034028.1|
1708,15,ref|NC_034028.1|
1709,1,ref|NC_034106.1|
1710,5,ref|NC_034106.1|
1711,8,ref|NC_034106.1|
1712,15,ref|NC_034106.1|
1713,5,ref|NC_034130.1|
1714,15,ref|NC_034130.1|
1715,5,ref|NC_034035.1|
1716,15,ref|NC_034035.1|
1717,5,ref|NC_034061.1|
1718,15,ref|NC_034061.1|
1719,5,ref|NC_034027.1|
1720,15,ref|NC_034027.1|
1721,4,ref|NC_011115.1|
1722,5,ref|NC_011115.1|
1723,15,ref|NC_011115.1|
1724,4,ref|NC_029327.1|
1725,6,ref|NC_029327.1|
1726,4,ref|NC_013701.1|
1727,1,ref|NC_020778.1|
1728,2,ref|NC_020778.1|
1729,3,ref|NC_020778.1|
1730,4,ref|NC_020778.1|
1731,9,ref|NC_020778.1|
1732,5,ref|NC_022816.1|
1733,6,ref|NC_022816.1|
1734,5,ref|NC_006074.1|
1735,15,ref|NC_027723.1|
1736,1,ref|NC_034076.1|
1737,2,ref|NC_034076.1|
1738,3,ref|NC_034076.1|
1739,5,ref|NC_034076.1|
1740,6,ref|NC_034076.1|
1741,8,ref|NC_034076.1|
1742,15,ref|NC_034076.1|
1743,1,ref|NC_034068.1|
1744,2,ref|NC_034068.1|
1745,3,ref|NC_034068.1|
1746,5,ref|NC_034068.1|
1747,6,ref|NC_034068.1|
1748,8,ref|NC_034068.1|
1749,15,ref|NC_034068.1|
1750,4,ref|NC_029225.1|
1751,6,ref|NC_029225.1|
1752,15,ref|NC_029225.1|
1753,4,ref|NC_010534.1|
1754,15,ref|NC_010534.1|
1755,1,ref|NC_034087.1|
1756,2,ref|NC_034087.1|
1757,3,ref|NC_034087.1|
1758,8,ref|NC_034087.1|
1759,15,ref|NC_034087.1|
1760,5,ref|NC_034048.1|
1761,15,ref|NC_034048.1|
1762,5,ref|NC_023467.1|
1763,4,ref|NC_024583.1|
1764,6,ref|NC_027680.1|
1765,15,ref|NC_027680.1|
1766,4,ref|NC_032048.1|
1767,5,ref|NC_032048.1|
1768,4,ref|NC_032047.1|
1769,4,ref|NC_032049.1|
1770,5,ref|NC_032049.1|
1771,15,ref|NC_025289.1|
1772,5,ref|NC_034125.1|
1773,6,ref|NC_034125.1|
1774,15,ref|NC_034125.1|
1775,5,ref|NC_034100.1|
1776,6,ref|NC_034100.1|
1777,15,ref|NC_034100.1|
1778,1,ref|NC_012689.1|
1779,4,ref|NC_012689.1|
1780,7,ref|NC_012689.1|
1781,9,ref|NC_012689.1|
1782,10,ref|NC_012689.1|
1783,11,ref|NC_012689.1|
1784,12,ref|NC_012689.1|
1785,13,ref|NC_012689.1|
1786,14,ref|NC_012689.1|
1787,15,ref|NC_012689.1|
1788,15,ref|NC_003368.1|
1789,15,ref|NC_003367.1|
1790,4,ref|NC_032076.1|
1791,4,ref|NC_028606.1|
1792,15,ref|NC_034280.1|
1793,1,ref|NC_006157.1|
1794,2,ref|NC_006157.1|
1795,3,ref|NC_006157.1|
1796,4,ref|NC_006157.1|
1797,8,ref|NC_006157.1|
1798,15,ref|NC_006157.1|
1799,4,ref|NC_023919.1|
1800,15,ref|NC_023919.1|
1801,4,ref|NC_031364.1|
1802,15,ref|NC_031364.1|
1803,4,ref|NC_030002.1|
1804,6,ref|NC_030002.1|
1805,15,ref|NC_030002.1|
1806,15,ref|NC_024398.1|
1807,15,ref|NC_024402.1|
1808,15,ref|NC_021100.1|
1809,15,ref|NC_018040.1|
1810,1,ref|NC_034355.1|
1811,7,ref|NC_034355.1|
1812,9,ref|NC_034355.1|
1813,12,ref|NC_034355.1|
1814,13,ref|NC_034355.1|
1815,15,ref|NC_034355.1|
1816,15,ref|NC_027506.1|
1817,15,ref|NC_025757.1|
1818,15,ref|NC_021411.1|
1819,15,ref|NC_018047.1|
1820,15,ref|NC_014055.1|
1821,15,ref|NC_024742.1|
1822,15,ref|NC_034317.1|
1823,15,ref|NC_034356.1|
1824,15,ref|NC_023978.1|
1825,15,ref|NC_029244.1|
1826,6,ref|NC_023471.1|
1827,15,ref|NC_023471.1|
1828,15,ref|NC_020094.1|
1829,5,ref|NC_022673.1|
1830,15,ref|NC_022673.1|
1831,15,ref|NC_024412.1|
1832,4,ref|NC_028629.1|
1833,4,ref|NC_031151.1|
1834,6,ref|NC_031151.1|
1835,15,ref|NC_031151.1|
1836,15,ref|NC_024405.1|
1837,1,ref|NC_024577.1|
1838,2,ref|NC_024577.1|
1839,3,ref|NC_024577.1|
1840,4,ref|NC_024577.1|
1841,5,ref|NC_024577.1|
1842,6,ref|NC_024577.1|
1843,8,ref|NC_024577.1|
1844,15,ref|NC_024577.1|
1845,15,ref|NC_029136.1|
1846,15,ref|NC_024727.1|
1847,15,ref|NC_014053.1|
1848,15,ref|NC_026457.1|
1849,15,ref|NC_026864.1|
1850,15,ref|NC_025587.1|
1851,1,ref|NC_027591.1|
1852,2,ref|NC_027591.1|
1853,3,ref|NC_027591.1|
1854,4,ref|NC_027591.1|
1855,5,ref|NC_027591.1|
1856,6,ref|NC_027591.1|
1857,7,ref|NC_027591.1|
1858,8,ref|NC_027591.1|
1859,9,ref|NC_027591.1|
1860,10,ref|NC_027591.1|
1861,11,ref|NC_027591.1|
1862,12,ref|NC_027591.1|
1863,13,ref|NC_027591.1|
1864,14,ref|NC_027591.1|
1865,15,ref|NC_027591.1|
1866,15,ref|NC_024417.1|
1867,4,ref|NC_034032.1|
1868,15,ref|NC_034032.1|
1869,4,ref|NC_034137.1|
1870,15,ref|NC_034137.1|
1871,1,ref|NC_024264.1|
1872,2,ref|NC_024264.1|
1873,3,ref|NC_024264.1|
1874,4,ref|NC_024264.1|
1875,5,ref|NC_024264.1|
1876,8,ref|NC_024264.1|
1877,1,ref|NC_026672.1|
1878,2,ref|NC_026672.1|
1879,3,ref|NC_026672.1|
1880,4,ref|NC_026672.1|
1881,8,ref|NC_026672.1|
1882,4,ref|NC_026865.1|
1883,6,ref|NC_026865.1|
1884,15,ref|NC_026865.1|
1885,6,ref|NC_034112.1|
1886,15,ref|NC_034112.1|
1887,6,ref|NC_016956.1|
1888,15,ref|NC_016956.1|
1889,6,ref|NC_006076.1|
1890,15,ref|NC_006076.1|
1891,2,ref|NC_029135.1|
1892,3,ref|NC_029135.1|
1893,4,ref|NC_029135.1|
1894,4,ref|NC_028607.1|
1895,15,ref|NC_016067.1|
1896,1,ref|NC_005944.1|
1897,2,ref|NC_005944.1|
1898,3,ref|NC_005944.1|
1899,4,ref|NC_005944.1|
1900,8,ref|NC_005944.1|
1901,6,ref|NC_017007.1|
1902,15,ref|NC_017007.1|
1903,4,ref|NC_011827.1|
1904,5,ref|NC_011827.1|
1905,6,ref|NC_011827.1|
1906,4,ref|NC_031506.1|
1907,5,ref|NC_031506.1|
1908,6,ref|NC_031506.1|
1909,4,ref|NC_029150.1|
1910,5,ref|NC_029150.1|
1911,6,ref|NC_029150.1|
1912,4,ref|NC_028042.1|
1913,4,ref|NC_014678.1|
1914,5,ref|NC_014678.1|
1915,6,ref|NC_014678.1|
1916,6,ref|NC_026668.1|
1917,4,ref|NC_014695.1|
1918,6,ref|NC_014695.1|
1919,15,ref|NC_014695.1|
1920,1,ref|NC_014705.1|
1921,2,ref|NC_014705.1|
1922,3,ref|NC_014705.1|
1923,6,ref|NC_014705.1|
1924,8,ref|NC_014705.1|
1925,15,ref|NC_033994.1|
1926,15,ref|NC_010522.1|
1927,6,ref|NC_028158.1|
1928,15,ref|NC_028158.1|
1929,6,ref|NC_033997.1|
1930,15,ref|NC_033997.1|
1931,4,ref|NC_014491.1|
1932,5,ref|NC_014491.1|
1933,1,ref|NC_012432.1|
1934,2,ref|NC_012432.1|
1935,3,ref|NC_012432.1|
1936,5,ref|NC_012432.1|
1937,8,ref|NC_012432.1|
1938,4,ref|NC_016182.1|
1939,6,ref|NC_016182.1|
1940,15,ref|NC_026532.1|
1941,15,ref|NC_010568.1|
1942,15,ref|NC_015895.1|
1943,1,ref|NC_034090.1|
1944,2,ref|NC_034090.1|
1945,3,ref|NC_034090.1|
1946,8,ref|NC_034090.1|
1947,15,ref|NC_034090.1|
1948,1,ref|NC_027180.1|
1949,4,ref|NC_027180.1|
1950,8,ref|NC_027180.1|
1951,15,ref|NC_027180.1|
1952,4,ref|NC_027961.1|
1953,15,ref|NC_025322.1|
1954,4,ref|NC_006075.1|
1955,15,ref|NC_006075.1|
1956,4,ref|NC_030790.1|
1957,15,ref|NC_030790.1|
1958,15,ref|NC_011278.1|
1959,4,ref|NC_026990.1|
1960,15,ref|NC_026990.1|
1961,4,ref|NC_026228.1|
1962,15,ref|NC_026228.1|
1963,15,ref|NC_024408.1|
1964,15,ref|NC_026073.1|
1965,4,ref|NC_018121.1|
1966,6,ref|NC_018121.1|
1967,15,ref|NC_018121.1|
1968,15,ref|NC_034114.1|
1969,15,ref|NC_024650.1|
1970,15,ref|NC_025948.1|
1971,4,ref|NC_011326.1|
1972,15,ref|NC_011326.1|
1973,4,ref|NC_022849.1|
1974,6,ref|NC_022849.1|
1975,15,ref|NC_022849.1|
1976,4,ref|NC_015075.1|
1977,15,ref|NC_015075.1|
1978,15,ref|NC_034071.1|
1979,15,ref|NC_034119.1|
1980,4,ref|NC_034138.1|
1981,5,ref|NC_034138.1|
1982,6,ref|NC_034138.1|
1983,15,ref|NC_034138.1|
1984,15,ref|NC_034039.1|
1985,15,ref|NC_026697.1|
1986,5,ref|NC_034081.1|
1987,15,ref|NC_034081.1|
1988,5,ref|NC_027580.1|
1989,5,ref|NC_023453.1|
1990,15,ref|NC_016016.1|
1991,5,ref|NC_034126.1|
1992,15,ref|NC_034126.1|
1993,6,ref|NC_019636.1|
1994,4,ref|NC_016202.1|
1995,1,ref|NC_013835.1|
1996,4,ref|NC_013835.1|
1997,7,ref|NC_013835.1|
1998,9,ref|NC_013835.1|
1999,12,ref|NC_013835.1|
2000,13,ref|NC_013835.1|
2001,15,ref|NC_013835.1|
2002,4,ref|NC_013070.1|
2003,5,ref|NC_034077.1|
2004,15,ref|NC_034077.1|
2005,5,ref|NC_034024.1|
2006,15,ref|NC_034024.1|
2007,15,ref|NC_025299.1|
2008,15,ref|NC_029751.1|
2009,4,ref|NC_033982.1|
2010,1,ref|NC_020636.1|
2011,4,ref|NC_020636.1|
2012,5,ref|NC_020636.1|
2013,8,ref|NC_020636.1|
2014,4,ref|NC_033992.1|
2015,1,ref|NC_033990.1|
2016,4,ref|NC_033990.1|
2017,8,ref|NC_033990.1|
2018,4,ref|NC_028061.1|
2019,6,ref|NC_028061.1|
2020,4,ref|NC_020330.1|
2021,4,ref|NC_025765.1|
2022,4,ref|NC_029248.1|
2023,4,ref|NC_006133.1|
2024,15,ref|NC_033540.1|
2025,2,ref|NC_030059.1|
2026,3,ref|NC_030059.1|
2027,4,ref|NC_030059.1|
2028,5,ref|NC_030059.1|
2029,1,ref|NC_020776.1|
2030,2,ref|NC_020776.1|
2031,3,ref|NC_020776.1|
2032,4,ref|NC_020776.1|
2033,5,ref|NC_020776.1|
2034,9,ref|NC_020776.1|
2035,15,ref|NC_030192.1|
2036,15,ref|NC_028548.1|
2037,15,ref|NC_003970.1|
2038,4,ref|NC_009964.1|
2039,5,ref|NC_009964.1|
2040,4,ref|NC_027187.1|
2041,4,ref|NC_013185.1|
2042,6,ref|NC_013185.1|
2043,1,ref|NC_014702.1|
2044,4,ref|NC_014702.1|
2045,6,ref|NC_014702.1|
2046,8,ref|NC_014702.1|
2047,15,ref|NC_023362.1|
2048,15,ref|NC_023363.1|
2049,4,ref|NC_030284.1|
2050,6,ref|NC_030284.1|
2051,15,ref|NC_030284.1|
2052,4,ref|NC_026695.1|
2053,5,ref|NC_026695.1|
2054,15,ref|NC_026695.1|
2055,4,ref|NC_025567.1|
2056,15,ref|NC_025567.1|
2057,2,ref|NC_031162.1|
2058,3,ref|NC_031162.1|
2059,4,ref|NC_031162.1|
2060,5,ref|NC_031162.1|
2061,15,ref|NC_031162.1|
2062,5,ref|NC_009498.1|
2063,15,ref|NC_009498.1|
2064,5,ref|NC_030035.1|
2065,15,ref|NC_030035.1|
2066,5,ref|NC_009501.1|
2067,15,ref|NC_009501.1|
2068,4,ref|NC_030262.1|
2069,15,ref|NC_030262.1|
2070,4,ref|NC_030036.1|
2071,5,ref|NC_030036.1|
2072,15,ref|NC_030036.1|
2073,5,ref|NC_009499.1|
2074,15,ref|NC_009499.1|
2075,4,ref|NC_009500.1|
2076,5,ref|NC_009500.1|
2077,15,ref|NC_009500.1|
2078,4,ref|NC_022865.1|
2079,15,ref|NC_022865.1|
2080,4,ref|NC_010969.1|
2081,4,ref|NC_010964.1|
2082,5,ref|NC_030037.1|
2083,15,ref|NC_030037.1|
2084,15,ref|NC_025761.1|
2085,15,ref|NC_034282.1|
2086,15,ref|NC_034284.1|
2087,6,ref|NC_013063.1|
2088,15,ref|NC_013063.1|
2089,15,ref|NC_019619.1|
2090,2,ref|NC_019597.1|
2091,3,ref|NC_019597.1|
2092,4,ref|NC_019597.1|
2093,5,ref|NC_019597.1|
2094,6,ref|NC_019597.1|
2095,2,ref|NC_031369.1|
2096,3,ref|NC_031369.1|
2097,4,ref|NC_031369.1|
2098,5,ref|NC_031369.1|
2099,6,ref|NC_031369.1|
2100,15,ref|NC_031369.1|
2101,15,ref|NC_026841.1|
2102,15,ref|NC_021962.1|
2103,4,ref|NC_034111.1|
2104,15,ref|NC_034111.1|
2105,1,ref|NC_028608.1|
2106,8,ref|NC_028608.1|
2107,4,ref|NC_028160.1|
2108,5,ref|NC_034140.1|
2109,15,ref|NC_034140.1|
2110,1,ref|NC_009876.1|
2111,4,ref|NC_009876.1|
2112,5,ref|NC_009876.1|
2113,8,ref|NC_009876.1|
2114,4,ref|NC_033991.1|
2115,15,ref|NC_024270.1|
2116,15,ref|NC_017869.1|
2117,6,ref|NC_014224.1|
2118,15,ref|NC_014224.1|
2119,6,ref|NC_022134.1|
2120,15,ref|NC_022134.1|
2121,15,ref|NC_010613.1|
2122,4,ref|NC_028609.1|
2123,2,ref|NC_018126.1|
2124,3,ref|NC_018126.1|
2125,4,ref|NC_018126.1|
2126,5,ref|NC_018126.1|
2127,15,ref|NC_018126.1|
2128,2,ref|NC_013240.1|
2129,3,ref|NC_013240.1|
2130,4,ref|NC_006158.1|
2131,6,ref|NC_006158.1|
2132,15,ref|NC_006158.1|
2133,4,ref|NC_032386.1|
2134,6,ref|NC_032386.1|
2135,15,ref|NC_032386.1|
2136,4,ref|NC_028610.1|
2137,6,ref|NC_031329.1|
2138,15,ref|NC_031329.1|
2139,1,ref|NC_025241.1|
2140,2,ref|NC_025241.1|
2141,3,ref|NC_025241.1|
2142,4,ref|NC_025241.1|
2143,5,ref|NC_025241.1|
2144,7,ref|NC_025241.1|
2145,9,ref|NC_025241.1|
2146,10,ref|NC_025241.1|
2147,11,ref|NC_025241.1|
2148,12,ref|NC_025241.1|
2149,13,ref|NC_025241.1|
2150,14,ref|NC_025241.1|
2151,15,ref|NC_025241.1|
2152,1,ref|NC_007701.1|
2153,5,ref|NC_007701.1|
2154,6,ref|NC_007701.1|
2155,8,ref|NC_007701.1|
2156,4,ref|NC_027176.1|
2157,4,ref|NC_028611.1|
2158,4,ref|NC_015835.1|
2159,15,ref|NC_015835.1|
2160,6,ref|NC_030003.1|
2161,15,ref|NC_030003.1|
2162,15,ref|NC_029763.1|
2163,2,ref|NC_021610.1|
2164,3,ref|NC_021610.1|
2165,4,ref|NC_021610.1|
2166,15,ref|NC_034066.1|
2167,4,ref|NC_008754.1|
2168,4,ref|NC_033348.1|
2169,1,ref|NC_015982.1|
2170,2,ref|NC_015982.1|
2171,3,ref|NC_015982.1|
2172,4,ref|NC_015982.1|
2173,5,ref|NC_015982.1|
2174,6,ref|NC_015982.1|
2175,8,ref|NC_015982.1|
2176,15,ref|NC_015982.1|
2177,4,ref|NC_021424.1|
2178,1,ref|NC_033905.1|
2179,2,ref|NC_033905.1|
2180,3,ref|NC_033905.1|
2181,4,ref|NC_033905.1|
2182,5,ref|NC_033905.1|
2183,8,ref|NC_033905.1|
2184,4,ref|NC_032303.1|
2185,4,ref|NC_033906.1|
2186,4,ref|NC_026525.1|
2187,1,ref|NC_013822.1|
2188,5,ref|NC_013822.1|
2189,8,ref|NC_013822.1|
2190,1,ref|NC_020143.1|
2191,6,ref|NC_020143.1|
2192,8,ref|NC_020143.1|
2193,4,ref|NC_024683.1|
2194,6,ref|NC_024683.1|
2195,15,ref|NC_024683.1|
2196,1,ref|NC_030765.1|
2197,2,ref|NC_030765.1|
2198,3,ref|NC_030765.1|
2199,8,ref|NC_030765.1|
2200,15,ref|NC_030764.1|
2201,4,ref|NC_014286.1|
2202,6,ref|NC_014286.1|
2203,7,ref|NC_014286.1|
2204,8,ref|NC_014286.1|
2205,12,ref|NC_014286.1|
2206,14,ref|NC_014286.1|
2207,1,ref|NC_010536.1|
2208,8,ref|NC_010536.1|
2209,2,ref|NC_021417.1|
2210,3,ref|NC_021417.1|
2211,4,ref|NC_021417.1|
2212,6,ref|NC_021417.1|
2213,15,ref|NC_021417.1|
2214,4,ref|NC_014669.1|
2215,6,ref|NC_014669.1|
2216,15,ref|NC_014669.1|
2217,2,ref|NC_014672.1|
2218,4,ref|NC_014672.1|
2219,6,ref|NC_014672.1|
2220,15,ref|NC_014672.1|
2221,2,ref|NC_014677.1|
2222,4,ref|NC_014677.1|
2223,15,ref|NC_014677.1|
2224,6,ref|NC_014278.1|
2225,15,ref|NC_014278.1|
2226,4,ref|NC_011322.1|
2227,15,ref|NC_034103.1|
2228,15,ref|NC_020780.1|
2229,15,ref|NC_014294.1|
2230,15,ref|NC_016018.1|
2231,4,ref|NC_029515.1|
2232,5,ref|NC_029515.1|
2233,1,ref|NC_034091.1|
2234,2,ref|NC_034091.1|
2235,3,ref|NC_034091.1|
2236,5,ref|NC_034091.1|
2237,8,ref|NC_034091.1|
2238,15,ref|NC_034091.1|
2239,15,ref|NC_019622.1|
2240,15,ref|NC_027836.1|
2241,15,ref|NC_022676.1|
2242,15,ref|NC_027443.1|
2243,15,ref|NC_031831.1|
2244,4,ref|NC_028058.1|
2245,6,ref|NC_028058.1|
2246,6,ref|NC_016017.1|
2247,15,ref|NC_026550.1|
2248,15,ref|NC_025774.1|
2249,4,ref|NC_016176.1|
2250,4,ref|NC_027830.1|
2251,15,ref|NC_027830.1|
2252,15,ref|NC_007702.1|
2253,15,ref|NC_024416.1|
2254,4,ref|NC_021397.1|
2255,6,ref|NC_029386.1|
2256,15,ref|NC_029386.1|
2257,15,ref|NC_014398.1|
2258,15,ref|NC_027108.1|
2259,4,ref|NC_011823.1|
2260,4,ref|NC_028619.1|
2261,6,ref|NC_028619.1|
2262,1,ref|NC_024633.1|
2263,2,ref|NC_024633.1|
2264,3,ref|NC_024633.1|
2265,4,ref|NC_024633.1|
2266,8,ref|NC_024633.1|
2267,15,ref|NC_024633.1|
2268,15,ref|NC_030266.1|
2269,15,ref|NC_034121.1|
2270,1,ref|NC_034049.1|
2271,2,ref|NC_034049.1|
2272,3,ref|NC_034049.1|
2273,8,ref|NC_034049.1|
2274,9,ref|NC_034049.1|
2275,15,ref|NC_034049.1|
2276,1,ref|NC_026117.1|
2277,2,ref|NC_026117.1|
2278,3,ref|NC_026117.1|
2279,5,ref|NC_026117.1|
2280,8,ref|NC_026117.1|
2281,15,ref|NC_026117.1|
2282,6,ref|NC_034043.1|
2283,15,ref|NC_034043.1|
2284,6,ref|NC_028613.1|
2285,4,ref|NC_006292.1|
2286,5,ref|NC_006292.1|
2287,15,ref|NC_006292.1|
2288,4,ref|NC_011328.1|
2289,15,ref|NC_011328.1|
2290,15,ref|NC_018543.1|
2291,4,ref|NC_002735.1|
2292,15,ref|NC_006080.1|
2293,6,ref|NC_023530.1|
2294,15,ref|NC_034143.1|
2295,1,ref|NC_014610.1|
2296,4,ref|NC_014610.1|
2297,5,ref|NC_014610.1|
2298,7,ref|NC_014610.1|
2299,9,ref|NC_014610.1|
2300,12,ref|NC_014610.1|
2301,13,ref|NC_014610.1|
2302,15,ref|NC_014610.1|
2303,1,ref|NC_004371.1|
2304,2,ref|NC_004371.1|
2305,3,ref|NC_004371.1|
2306,4,ref|NC_004371.1|
2307,5,ref|NC_004371.1|
2308,7,ref|NC_004371.1|
2309,9,ref|NC_004371.1|
2310,10,ref|NC_004371.1|
2311,11,ref|NC_004371.1|
2312,12,ref|NC_004371.1|
2313,13,ref|NC_004371.1|
2314,14,ref|NC_004371.1|
2315,15,ref|NC_004371.1|
2316,15,ref|NC_021090.1|
2317,15,ref|NC_024605.1|
2318,15,ref|NC_032071.1|
2319,4,ref|NC_011329.1|
2320,1,ref|NC_013826.1|
2321,2,ref|NC_013826.1|
2322,3,ref|NC_013826.1|
2323,4,ref|NC_013826.1|
2324,5,ref|NC_013826.1|
2325,9,ref|NC_013826.1|
2326,5,ref|NC_006280.1|
2327,15,ref|NC_006280.1|
2328,1,ref|NC_002609.1|
2329,2,ref|NC_002609.1|
2330,3,ref|NC_002609.1|
2331,5,ref|NC_002609.1|
2332,8,ref|NC_002609.1|
2333,1,ref|NC_026702.1|
2334,8,ref|NC_026702.1|
2335,4,ref|NC_029733.1|
2336,15,ref|NC_029733.1|
2337,4,ref|NC_016169.1|
2338,1,ref|NC_005437.1|
2339,2,ref|NC_005437.1|
2340,3,ref|NC_005437.1|
2341,5,ref|NC_005437.1|
2342,8,ref|NC_005437.1|
2343,4,ref|NC_008755.1|
2344,5,ref|NC_034073.1|
2345,15,ref|NC_034073.1|
2346,4,ref|NC_032077.1|
2347,5,ref|NC_010532.1|
2348,4,ref|NC_027179.1|
2349,1,ref|NC_024551.1|
2350,2,ref|NC_024551.1|
2351,3,ref|NC_024551.1|
2352,4,ref|NC_024551.1|
2353,5,ref|NC_024551.1|
2354,6,ref|NC_024551.1|
2355,8,ref|NC_024551.1|
2356,15,ref|NC_024551.1|
2357,2,ref|NC_020773.1|
2358,3,ref|NC_020773.1|
2359,4,ref|NC_020773.1|
2360,4,ref|NC_011306.1|
2361,1,ref|NC_018349.1|
2362,2,ref|NC_018349.1|
2363,3,ref|NC_018349.1|
2364,5,ref|NC_018349.1|
2365,8,ref|NC_018349.1|
2366,15,ref|NC_018349.1|
2367,1,ref|NC_034052.1|
2368,2,ref|NC_034052.1|
2369,3,ref|NC_034052.1|
2370,5,ref|NC_034052.1|
2371,8,ref|NC_034052.1|
2372,15,ref|NC_034052.1|
2373,15,ref|NC_034098.1|
2374,15,ref|NC_034051.1|
2375,6,ref|NC_025569.1|
2376,15,ref|NC_025569.1|
2377,15,ref|NC_030510.1|
2378,1,ref|NC_025332.1|
2379,2,ref|NC_025332.1|
2380,3,ref|NC_025332.1|
2381,5,ref|NC_025332.1|
2382,8,ref|NC_025332.1|
2383,1,ref|NC_020144.1|
2384,9,ref|NC_020144.1|
2385,15,ref|NC_020144.1|
2386,15,ref|NC_026231.1|
2387,1,ref|NC_012823.1|
2388,5,ref|NC_012823.1|
2389,8,ref|NC_012823.1|
2390,15,ref|NC_026844.1|
2391,1,ref|NC_008323.1|
2392,2,ref|NC_008323.1|
2393,3,ref|NC_008323.1|
2394,4,ref|NC_008323.1|
2395,5,ref|NC_008323.1|
2396,6,ref|NC_008323.1|
2397,8,ref|NC_008323.1|
2398,15,ref|NC_008323.1|
2399,6,ref|NC_030762.1|
2400,6,ref|NC_027172.1|
2401,15,ref|NC_027172.1|
2402,1,ref|NC_034003.1|
2403,2,ref|NC_034003.1|
2404,3,ref|NC_034003.1|
2405,4,ref|NC_034003.1|
2406,5,ref|NC_034003.1|
2407,6,ref|NC_034003.1|
2408,7,ref|NC_034003.1|
2409,8,ref|NC_034003.1|
2410,9,ref|NC_034003.1|
2411,10,ref|NC_034003.1|
2412,11,ref|NC_034003.1|
2413,12,ref|NC_034003.1|
2414,13,ref|NC_034003.1|
2415,14,ref|NC_034003.1|
2416,15,ref|NC_034003.1|
2417,5,ref|NC_023233.1|
2418,15,ref|NC_023233.1|
2419,4,ref|NC_030176.1|
2420,15,ref|NC_030176.1|
2421,1,ref|NC_014485.1|
2422,2,ref|NC_014485.1|
2423,3,ref|NC_014485.1|
2424,4,ref|NC_014485.1|
2425,5,ref|NC_014485.1|
2426,6,ref|NC_014485.1|
2427,8,ref|NC_014485.1|
2428,9,ref|NC_014485.1|
2429,10,ref|NC_014485.1|
2430,11,ref|NC_014485.1|
2431,13,ref|NC_014485.1|
2432,15,ref|NC_014485.1|
2433,4,ref|NC_030541.1|
2434,6,ref|NC_030541.1|
2435,15,ref|NC_030541.1|
2436,4,ref|NC_021609.1|
2437,6,ref|NC_021609.1|
2438,1,ref|NC_024622.1|
2439,2,ref|NC_024622.1|
2440,3,ref|NC_024622.1|
2441,4,ref|NC_024622.1|
2442,5,ref|NC_024622.1|
2443,6,ref|NC_024622.1|
2444,7,ref|NC_024622.1|
2445,8,ref|NC_024622.1|
2446,9,ref|NC_024622.1|
2447,10,ref|NC_024622.1|
2448,11,ref|NC_024622.1|
2449,12,ref|NC_024622.1|
2450,13,ref|NC_024622.1|
2451,14,ref|NC_024622.1|
2452,15,ref|NC_024622.1|
2453,4,ref|NC_018765.1|
2454,2,ref|NC_014490.1|
2455,3,ref|NC_014490.1|
2456,4,ref|NC_014490.1|
2457,5,ref|NC_014490.1|
2458,15,ref|NC_024403.1|
2459,15,ref|NC_024420.1|
2460,4,ref|NC_030586.1|
2461,5,ref|NC_030586.1|
2462,4,ref|NC_016056.1|
2463,4,ref|NC_028347.1|
2464,4,ref|NC_027254.1|
2465,4,ref|NC_033984.1|
2466,15,ref|NC_018123.1|
2467,4,ref|NC_024658.1|
2468,15,ref|NC_024658.1|
2469,4,ref|NC_026077.1|
2470,15,ref|NC_026077.1|
